ecole_id,annee,score_moyen,ips_moyen,taille_moyenne_classe,part_dedoublement,rep,rep_plus,statut_mode
24,2018,79.582,86.63,16.01,0.0,0.0,0.0,Hors EP
24,2019,70.968,94.83,20.7,0.0,1.0,0.0,REP
24,2020,82.326,71.05,18.87,0.0,0.0,0.0,Hors EP
24,2021,79.09,87.24,20.89,0.0,0.0,0.0,Hors EP
24,2022,73.13,85.69,12.0,1.0,0.0,1.0,REP+
24,2023,79.488,78.98,12.0,1.0,1.0,0.0,REP
25,2017,79.76,89.84,15.4,0.0,0.0,0.0,Hors EP
25,2018,70.15,55.92999999999999,13.6,1.0,0.0,1.0,REP+
25,2019,79.768,73.4,21.11,0.0,0.0,0.0,Hors EP
25,2020,76.314,74.19,13.210000000000003,1.0,1.0,0.0,REP
25,2021,84.05199999999999,89.98,12.0,0.0,0.0,0.0,Hors EP
25,2022,77.81800000000001,77.2,17.28,1.0,1.0,0.0,REP
25,2023,84.116,48.63,22.79,0.0,0.0,0.0,Hors EP
26,2017,69.11600000000001,91.08,12.65,1.0,1.0,0.0,REP
26,2018,81.72200000000001,50.81,12.0,0.0,0.0,0.0,Hors EP
26,2019,84.196,53.07000000000001,13.0,0.0,0.0,0.0,Hors EP
26,2020,84.474,69.17,20.73,0.0,0.0,0.0,Hors EP
26,2021,84.688,83.68,15.470000000000002,0.0,0.0,0.0,Hors EP
26,2022,87.814,72.54,16.7,0.0,0.0,0.0,Hors EP
26,2023,84.106,75.4,25.25,0.0,0.0,0.0,Hors EP
27,2017,76.334,95.35,17.22,0.0,0.0,0.0,Hors EP
27,2018,83.03,65.48,17.78,0.0,0.0,0.0,Hors EP
27,2019,74.266,85.72,16.65,1.0,1.0,0.0,REP
27,2020,72.716,67.07,27.48,0.0,0.0,0.0,Hors EP
27,2021,78.998,72.75,15.529999999999998,1.0,1.0,0.0,REP
27,2022,88.018,54.239999999999995,15.720000000000002,0.0,0.0,0.0,Hors EP
27,2023,85.39399999999999,57.029999999999994,15.51,0.0,0.0,0.0,Hors EP
28,2017,72.99,77.88,28.72,0.0,0.0,0.0,Hors EP
28,2018,71.38,74.39,17.77,1.0,1.0,0.0,REP
28,2019,69.362,52.92999999999999,12.0,1.0,0.0,1.0,REP+
28,2020,81.022,73.36,19.1,0.0,0.0,0.0,Hors EP
28,2021,84.42,84.75,12.0,0.0,0.0,0.0,Hors EP
28,2022,85.146,92.89,16.4,0.0,0.0,0.0,Hors EP
28,2023,89.398,69.45,17.67,0.0,0.0,0.0,Hors EP
29,2017,79.322,57.57000000000001,16.9,0.0,0.0,0.0,Hors EP
29,2018,82.75,68.54,14.539999999999997,0.0,0.0,0.0,Hors EP
29,2019,74.712,64.18,17.03,1.0,1.0,0.0,REP
29,2020,73.05,82.51,21.52,0.0,1.0,0.0,REP
29,2021,80.8,84.85,19.87,0.0,0.0,0.0,Hors EP
29,2022,82.006,99.9,14.12,0.0,0.0,0.0,Hors EP
29,2023,86.416,82.19,16.72,0.0,0.0,0.0,Hors EP
30,2017,81.662,82.74,19.27,0.0,0.0,0.0,Hors EP
30,2018,79.464,75.61,20.31,0.0,0.0,0.0,Hors EP
30,2019,75.818,83.71,12.0,1.0,1.0,0.0,REP
30,2020,70.088,76.71,12.0,1.0,0.0,1.0,REP+
30,2021,81.56,67.24,12.0,1.0,1.0,0.0,REP
30,2022,77.012,90.01,16.19,1.0,1.0,0.0,REP
30,2023,75.332,75.82,15.8,1.0,0.0,1.0,REP+
31,2017,79.286,57.79,13.15,1.0,1.0,0.0,REP
31,2018,69.618,87.2,12.0,1.0,0.0,1.0,REP+
31,2019,75.99600000000001,92.6,16.29,1.0,1.0,0.0,REP
31,2020,80.888,69.96,16.64,0.0,0.0,0.0,Hors EP
31,2021,83.08,66.07,12.0,0.0,0.0,0.0,Hors EP
31,2022,72.53200000000001,63.86999999999999,12.23,1.0,0.0,1.0,REP+
31,2023,79.664,77.09,13.0,1.0,1.0,0.0,REP
32,2017,72.838,77.56,12.0,1.0,1.0,0.0,REP
32,2018,83.03,68.69,12.66,0.0,0.0,0.0,Hors EP
32,2019,84.412,67.21,12.69,0.0,0.0,0.0,Hors EP
32,2020,79.786,56.08,16.13,1.0,1.0,0.0,REP
32,2021,76.49,51.40999999999999,12.0,1.0,0.0,1.0,REP+
32,2022,77.36600000000001,54.39,16.48,1.0,1.0,0.0,REP
32,2023,80.458,64.73,14.569999999999999,1.0,1.0,0.0,REP
33,2017,68.292,76.82,12.0,1.0,0.0,1.0,REP+
33,2018,68.49199999999999,62.510000000000005,18.98,0.0,0.0,1.0,REP+
33,2019,80.65799999999999,74.5,16.12,0.0,0.0,0.0,Hors EP
33,2020,85.922,75.59,12.0,0.0,0.0,0.0,Hors EP
33,2021,84.684,69.57,14.169999999999998,0.0,0.0,0.0,Hors EP
33,2022,84.216,53.56,22.12,0.0,0.0,0.0,Hors EP
33,2023,86.636,82.65,20.33,0.0,0.0,0.0,Hors EP
34,2017,82.0,70.35,18.14,0.0,0.0,0.0,Hors EP
34,2018,74.71000000000001,86.62,16.47,1.0,0.0,1.0,REP+
34,2019,86.28,100.0,12.0,0.0,0.0,0.0,Hors EP
34,2020,74.426,58.90999999999999,14.25,1.0,0.0,1.0,REP+
34,2021,81.40799999999999,76.07,12.0,0.0,0.0,0.0,Hors EP
34,2022,80.874,70.94,21.28,0.0,0.0,0.0,Hors EP
34,2023,76.142,81.83,13.720000000000002,1.0,1.0,0.0,REP
35,2017,79.708,84.72,15.8,0.0,0.0,0.0,Hors EP
35,2018,66.05199999999999,98.47,19.81,0.0,1.0,0.0,REP
35,2019,67.352,63.79,12.0,1.0,0.0,1.0,REP+
35,2020,82.9,49.55,12.3,0.0,0.0,0.0,Hors EP
35,2021,78.204,72.94,12.12,1.0,1.0,0.0,REP
35,2022,79.578,80.34,24.9,0.0,0.0,0.0,Hors EP
35,2023,82.798,67.43,17.62,1.0,1.0,0.0,REP
36,2017,72.744,68.91,14.440000000000001,1.0,1.0,0.0,REP
36,2018,74.608,97.75,21.81,0.0,0.0,0.0,Hors EP
36,2019,76.736,76.11,12.13,1.0,1.0,0.0,REP
36,2020,75.84200000000001,75.97,12.33,1.0,1.0,0.0,REP
36,2021,77.854,70.75,12.0,1.0,0.0,1.0,REP+
36,2022,78.954,59.09000000000001,12.0,1.0,1.0,0.0,REP
36,2023,82.94800000000001,81.07,17.6,0.0,0.0,0.0,Hors EP
37,2017,81.022,69.94,18.46,0.0,0.0,0.0,Hors EP
37,2018,71.432,68.69,15.27,1.0,0.0,1.0,REP+
37,2019,82.478,55.77,16.98,0.0,0.0,0.0,Hors EP
37,2020,82.31800000000001,43.88,17.05,0.0,0.0,0.0,Hors EP
37,2021,72.138,80.99,12.0,1.0,0.0,1.0,REP+
37,2022,84.9,45.96,16.55,0.0,0.0,0.0,Hors EP
37,2023,81.804,57.81,23.38,0.0,0.0,0.0,Hors EP
38,2017,75.324,77.79,13.74,1.0,1.0,0.0,REP
38,2018,73.03999999999999,74.12,17.01,1.0,1.0,0.0,REP
38,2019,75.128,86.33,13.7,1.0,0.0,1.0,REP+
38,2020,80.188,56.55,15.64,0.0,0.0,0.0,Hors EP
38,2021,84.182,62.17,17.44,0.0,0.0,0.0,Hors EP
38,2022,69.76,72.78,19.32,0.0,0.0,1.0,REP+
38,2023,87.34,91.36,21.83,0.0,0.0,0.0,Hors EP
39,2017,73.19,78.69,16.53,1.0,1.0,0.0,REP
39,2018,83.19800000000001,87.11,17.58,0.0,0.0,0.0,Hors EP
39,2019,76.526,75.69,24.58,0.0,0.0,0.0,Hors EP
39,2020,79.964,54.14,16.71,1.0,1.0,0.0,REP
39,2021,72.886,76.69,12.0,1.0,0.0,1.0,REP+
39,2022,80.212,87.02,12.47,1.0,1.0,0.0,REP
39,2023,80.22999999999999,47.74,12.0,1.0,1.0,0.0,REP
40,2017,65.366,66.23,19.47,0.0,0.0,1.0,REP+
40,2018,83.126,67.01,17.77,0.0,0.0,0.0,Hors EP
40,2019,87.15599999999999,72.22,12.74,0.0,0.0,0.0,Hors EP
40,2020,75.064,60.970000000000006,15.029999999999998,1.0,1.0,0.0,REP
40,2021,67.99,66.62,22.15,0.0,1.0,0.0,REP
40,2022,79.69200000000001,85.24,12.0,1.0,1.0,0.0,REP
40,2023,78.798,84.65,16.01,1.0,1.0,0.0,REP
41,2017,71.63199999999999,66.2,12.0,1.0,0.0,1.0,REP+
41,2018,82.75,57.29,12.46,0.0,0.0,0.0,Hors EP
41,2019,78.626,81.61,20.06,0.0,0.0,0.0,Hors EP
41,2020,82.976,79.51,18.42,0.0,0.0,0.0,Hors EP
41,2021,79.47,84.38,15.779999999999998,0.0,0.0,0.0,Hors EP
41,2022,84.474,68.51,21.6,0.0,0.0,0.0,Hors EP
41,2023,90.168,53.35,17.32,0.0,0.0,0.0,Hors EP
42,2017,80.322,72.5,12.0,0.0,0.0,0.0,Hors EP
42,2018,65.464,67.23,22.77,0.0,1.0,0.0,REP
42,2019,78.708,73.35,14.51,1.0,1.0,0.0,REP
42,2020,84.396,60.0,17.26,0.0,0.0,0.0,Hors EP
42,2021,69.088,67.12,20.75,0.0,0.0,1.0,REP+
42,2022,87.81800000000001,68.22,16.39,0.0,0.0,0.0,Hors EP
42,2023,73.564,84.6,12.0,1.0,0.0,1.0,REP+
43,2017,72.762,73.54,13.580000000000002,1.0,0.0,1.0,REP+
43,2018,80.84,83.85,19.58,0.0,0.0,0.0,Hors EP
43,2019,85.676,85.27,16.83,0.0,0.0,0.0,Hors EP
43,2020,81.976,97.87,16.38,0.0,0.0,0.0,Hors EP
43,2021,68.242,83.22,25.09,0.0,1.0,0.0,REP
43,2022,83.236,91.16,21.02,0.0,0.0,0.0,Hors EP
43,2023,75.664,70.44,12.0,1.0,1.0,0.0,REP
44,2017,62.754,100.0,20.44,0.0,0.0,1.0,REP+
44,2018,78.652,92.58,14.970000000000002,0.0,0.0,0.0,Hors EP
44,2019,81.412,58.46,18.14,0.0,0.0,0.0,Hors EP
44,2020,80.526,60.48,12.0,1.0,1.0,0.0,REP
44,2021,76.542,94.59,16.05,1.0,1.0,0.0,REP
44,2022,85.542,59.33,18.03,0.0,0.0,0.0,Hors EP
44,2023,87.786,72.42,16.76,0.0,0.0,0.0,Hors EP
45,2017,69.14200000000001,80.38,17.26,1.0,0.0,1.0,REP+
45,2018,75.096,80.83,22.06,0.0,0.0,0.0,Hors EP
45,2019,77.954,69.16,14.85,1.0,1.0,0.0,REP
45,2020,72.33000000000001,90.14,12.74,1.0,1.0,0.0,REP
45,2021,84.112,46.7,15.98,0.0,0.0,0.0,Hors EP
45,2022,69.934,99.02,12.0,1.0,0.0,1.0,REP+
45,2023,82.272,69.39,17.57,1.0,1.0,0.0,REP
46,2017,66.83,70.62,22.47,0.0,1.0,0.0,REP
46,2018,81.36,53.07000000000001,18.81,0.0,0.0,0.0,Hors EP
46,2019,83.524,72.8,12.0,0.0,0.0,0.0,Hors EP
46,2020,80.418,74.1,20.91,0.0,0.0,0.0,Hors EP
46,2021,71.77799999999999,74.68,19.28,0.0,1.0,0.0,REP
46,2022,75.512,77.87,17.4,1.0,0.0,1.0,REP+
46,2023,83.97200000000001,100.0,15.470000000000002,0.0,0.0,0.0,Hors EP
47,2017,76.214,75.82,22.33,0.0,0.0,0.0,Hors EP
47,2018,80.446,89.57,20.77,0.0,0.0,0.0,Hors EP
47,2019,73.274,46.31,12.0,1.0,1.0,0.0,REP
47,2020,71.34,62.11999999999999,26.07,0.0,0.0,0.0,Hors EP
47,2021,83.646,89.43,16.74,0.0,0.0,0.0,Hors EP
47,2022,84.3,92.54,12.0,0.0,0.0,0.0,Hors EP
47,2023,81.66,100.0,19.84,0.0,0.0,0.0,Hors EP
48,2017,84.072,74.08,14.569999999999999,0.0,0.0,0.0,Hors EP
48,2018,69.394,74.62,18.23,0.0,1.0,0.0,REP
48,2019,81.84,66.25,20.33,0.0,0.0,0.0,Hors EP
48,2020,74.654,56.17,14.220000000000002,1.0,1.0,0.0,REP
48,2021,74.06,84.49,12.0,1.0,0.0,1.0,REP+
48,2022,81.916,63.52,17.03,1.0,1.0,0.0,REP
48,2023,86.828,73.17,12.0,0.0,0.0,0.0,Hors EP
49,2017,79.46600000000001,77.88,15.809999999999999,0.0,0.0,0.0,Hors EP
49,2018,63.2,76.96,20.73,0.0,0.0,1.0,REP+
49,2019,83.20599999999999,65.73,17.28,0.0,0.0,0.0,Hors EP
49,2020,80.176,93.32,15.45,0.0,0.0,0.0,Hors EP
49,2021,74.836,86.5,16.8,1.0,1.0,0.0,REP
49,2022,85.446,58.06,21.82,0.0,0.0,0.0,Hors EP
49,2023,86.866,64.95,13.09,0.0,0.0,0.0,Hors EP
50,2017,71.86600000000001,63.92999999999999,17.78,1.0,0.0,1.0,REP+
50,2018,80.25800000000001,85.85,12.0,0.0,0.0,0.0,Hors EP
50,2019,75.548,91.65,24.39,0.0,0.0,0.0,Hors EP
50,2020,73.034,79.71,30.0,0.0,0.0,0.0,Hors EP
50,2021,76.91,58.2,23.48,0.0,0.0,0.0,Hors EP
50,2022,80.566,67.12,14.52,1.0,1.0,0.0,REP
50,2023,80.02799999999999,92.27,12.0,1.0,1.0,0.0,REP
51,2017,76.612,60.84000000000001,24.83,0.0,0.0,0.0,Hors EP
51,2018,80.05799999999999,82.93,16.46,0.0,0.0,0.0,Hors EP
51,2019,83.248,53.779999999999994,12.0,0.0,0.0,0.0,Hors EP
51,2020,76.46799999999999,71.03,12.0,1.0,1.0,0.0,REP
51,2021,85.212,92.71,18.3,0.0,0.0,0.0,Hors EP
51,2022,82.47,63.21,18.84,0.0,0.0,0.0,Hors EP
51,2023,74.536,73.13,19.63,0.0,0.0,1.0,REP+
52,2017,68.28999999999999,94.68,12.0,1.0,0.0,1.0,REP+
52,2018,68.78,66.39,19.42,0.0,1.0,0.0,REP
52,2019,80.3,64.92,18.59,0.0,0.0,0.0,Hors EP
52,2020,85.77799999999999,69.11,12.0,0.0,0.0,0.0,Hors EP
52,2021,77.012,76.86,12.0,1.0,1.0,0.0,REP
52,2022,84.11600000000001,61.69,20.39,0.0,0.0,0.0,Hors EP
52,2023,82.604,59.82000000000001,19.48,0.0,0.0,0.0,Hors EP
53,2017,84.37,80.6,12.0,0.0,0.0,0.0,Hors EP
53,2018,71.236,57.31,18.57,0.0,1.0,0.0,REP
53,2019,71.81,76.91,19.06,0.0,1.0,0.0,REP
53,2020,83.938,71.55,20.26,0.0,0.0,0.0,Hors EP
53,2021,69.436,66.79,15.289999999999997,1.0,0.0,1.0,REP+
53,2022,85.83,83.14,12.48,0.0,0.0,0.0,Hors EP
53,2023,85.76,63.48,15.89,0.0,0.0,0.0,Hors EP
54,2017,75.414,49.76,15.819999999999999,1.0,1.0,0.0,REP
54,2018,77.848,98.79,14.279999999999998,1.0,1.0,0.0,REP
54,2019,72.886,69.59,12.0,1.0,1.0,0.0,REP
54,2020,75.92,55.27,14.8,1.0,1.0,0.0,REP
54,2021,74.81,50.88,18.95,0.0,1.0,0.0,REP
54,2022,84.636,83.48,23.04,0.0,0.0,0.0,Hors EP
54,2023,76.628,75.42,16.05,1.0,0.0,1.0,REP+
55,2017,79.464,53.90999999999999,20.53,0.0,0.0,0.0,Hors EP
55,2018,79.16799999999999,100.0,22.84,0.0,0.0,0.0,Hors EP
55,2019,84.292,83.23,15.41,0.0,0.0,0.0,Hors EP
55,2020,73.15,90.77,17.96,1.0,0.0,1.0,REP+
55,2021,86.226,86.45,14.2,0.0,0.0,0.0,Hors EP
55,2022,79.82,51.61,23.08,0.0,0.0,0.0,Hors EP
55,2023,85.69,83.93,17.85,0.0,0.0,0.0,Hors EP
56,2017,70.436,74.48,17.0,1.0,0.0,1.0,REP+
56,2018,83.104,67.41,12.0,0.0,0.0,0.0,Hors EP
56,2019,72.376,64.71,18.52,0.0,1.0,0.0,REP
56,2020,85.45,84.41,17.6,0.0,0.0,0.0,Hors EP
56,2021,79.796,87.63,13.279999999999998,1.0,1.0,0.0,REP
56,2022,82.73400000000001,68.41,23.12,0.0,0.0,0.0,Hors EP
56,2023,78.168,68.05,13.779999999999998,1.0,1.0,0.0,REP
57,2017,71.55199999999999,69.14,13.039999999999997,1.0,0.0,1.0,REP+
