annee,ecole_id,academie,departement,niveau,statut,rep,rep_plus,education_prioritaire,effectif_eleves,taille_moyenne_classe,dedoublement,ips,score_francais,score_mathematiques,score_global,taux_maitrise_francais,taux_maitrise_mathematiques,variable_cible,source,source_url
2017,4,Lille,Rhône,6e,REP,1,0,1,19,17.32,1,67.67,78.05,72.06,75.05,74.23,63.38,75.05,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,5,Paris,Nord,CP,Hors EP,0,0,0,26,21.32,0,58.93,65.09,59.29,62.19,62.21,61.68,62.19,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,5,Paris,Nord,CE1,Hors EP,0,0,0,26,21.32,0,58.93,65.24,64.98,65.11,64.62,59.81,65.11,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,5,Paris,Nord,CM1,Hors EP,0,0,0,26,21.32,0,58.93,73.5,71.79,72.65,67.34,67.75,72.65,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,5,Paris,Nord,CM2,Hors EP,0,0,0,26,21.32,0,58.93,85.11,89.52,87.31,76.62,74.78,87.31,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,5,Paris,Nord,6e,Hors EP,0,0,0,26,21.32,0,58.93,91.82,90.7,91.26,87.71,83.02,91.26,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,6,Lyon,Gironde,CP,Hors EP,0,0,0,27,15.12,0,59.03,67.25,59.74,63.49,67.61,57.73,63.49,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,6,Lyon,Gironde,CE1,Hors EP,0,0,0,27,15.12,0,59.03,69.38,63.32,66.35,67.82,64.41,66.35,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,6,Lyon,Gironde,CM1,Hors EP,0,0,0,27,15.12,0,59.03,91.99,100.0,95.99,84.05,82.04,95.99,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,6,Lyon,Gironde,CM2,Hors EP,0,0,0,27,15.12,0,59.03,78.41,77.48,77.94,69.63,69.02,77.94,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,6,Lyon,Gironde,6e,Hors EP,0,0,0,27,15.12,0,59.03,91.25,88.68,89.96,86.14,78.93,89.96,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,7,Grenoble,Loire-Atlantique,CP,Hors EP,0,0,0,12,15.81,0,71.25,76.96,75.48,76.22,75.8,67.33,76.22,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,7,Grenoble,Loire-Atlantique,CE1,Hors EP,0,0,0,12,15.81,0,71.25,70.67,64.81,67.74,64.57,70.58,67.74,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,7,Grenoble,Loire-Atlantique,CM1,Hors EP,0,0,0,12,15.81,0,71.25,79.3,80.66,79.98,69.9,76.57,79.98,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,7,Grenoble,Loire-Atlantique,CM2,Hors EP,0,0,0,12,15.81,0,71.25,89.73,87.11,88.42,80.65,74.61,88.42,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,7,Grenoble,Loire-Atlantique,6e,Hors EP,0,0,0,12,15.81,0,71.25,96.01,92.19,94.1,80.3,75.58,94.1,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,8,Bordeaux,Bas-Rhin,CP,REP+,0,1,1,31,13.97,1,76.0,68.88,67.75,68.32,64.57,68.5,68.32,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,8,Bordeaux,Bas-Rhin,CE1,REP+,0,1,1,31,13.97,1,76.0,71.93,76.07,74.0,69.08,64.83,74.0,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,8,Bordeaux,Bas-Rhin,CM1,REP+,0,1,1,31,13.97,1,76.0,62.84,67.45,65.15,68.88,63.15,65.15,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,8,Bordeaux,Bas-Rhin,CM2,REP+,0,1,1,31,13.97,1,76.0,72.28,76.12,74.2,64.16,66.18,74.2,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,8,Bordeaux,Bas-Rhin,6e,REP+,0,1,1,31,13.97,1,76.0,82.89,79.32,81.11,76.01,71.28,81.11,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,9,Nantes,Bouches-du-Rhône,CP,Hors EP,0,0,0,26,20.9,0,43.3,66.17,60.8,63.48,59.44,55.83,63.48,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,9,Nantes,Bouches-du-Rhône,CE1,Hors EP,0,0,0,26,20.9,0,43.3,71.89,73.55,72.72,63.01,68.14,72.72,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,9,Nantes,Bouches-du-Rhône,CM1,Hors EP,0,0,0,26,20.9,0,43.3,78.21,74.9,76.56,76.76,71.08,76.56,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,9,Nantes,Bouches-du-Rhône,CM2,Hors EP,0,0,0,26,20.9,0,43.3,91.41,88.79,90.1,79.2,77.48,90.1,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,9,Nantes,Bouches-du-Rhône,6e,Hors EP,0,0,0,26,20.9,0,43.3,92.48,91.19,91.83,78.4,80.37,91.83,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,10,Lille,Hérault,CP,Hors EP,0,0,0,33,14.16,0,67.98,62.41,58.05,60.23,62.95,62.3,60.23,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,10,Lille,Hérault,CE1,Hors EP,0,0,0,33,14.16,0,67.98,72.72,68.1,70.41,60.31,63.66,70.41,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,10,Lille,Hérault,CM1,Hors EP,0,0,0,33,14.16,0,67.98,78.22,74.1,76.16,69.25,68.01,76.16,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,10,Lille,Hérault,CM2,Hors EP,0,0,0,33,14.16,0,67.98,80.09,72.22,76.16,82.58,61.96,76.16,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,10,Lille,Hérault,6e,Hors EP,0,0,0,33,14.16,0,67.98,89.06,94.41,91.74,91.97,77.51,91.74,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,11,Paris,Puy-de-Dôme,CP,REP,1,0,1,24,12.0,1,68.57,70.5,70.24,70.37,65.84,65.23,70.37,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,11,Paris,Puy-de-Dôme,CE1,REP,1,0,1,24,12.0,1,68.57,67.81,64.86,66.34,64.4,63.03,66.34,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,11,Paris,Puy-de-Dôme,CM1,REP,1,0,1,24,12.0,1,68.57,70.5,70.39,70.44,71.4,66.49,70.44,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,11,Paris,Puy-de-Dôme,CM2,REP,1,0,1,24,12.0,1,68.57,79.58,77.8,78.69,73.71,68.01,78.69,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,11,Paris,Puy-de-Dôme,6e,REP,1,0,1,24,12.0,1,68.57,85.42,83.04,84.23,86.17,80.76,84.23,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,12,Lyon,Moselle,CP,Hors EP,0,0,0,13,19.18,0,56.43,73.3,72.35,72.82,71.23,60.22,72.82,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,12,Lyon,Moselle,CE1,Hors EP,0,0,0,13,19.18,0,56.43,79.11,78.93,79.02,68.94,69.79,79.02,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,12,Lyon,Moselle,CM1,Hors EP,0,0,0,13,19.18,0,56.43,83.12,81.33,82.23,75.02,72.89,82.23,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,12,Lyon,Moselle,CM2,Hors EP,0,0,0,13,19.18,0,56.43,85.8,84.41,85.11,83.95,65.14,85.11,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,12,Lyon,Moselle,6e,Hors EP,0,0,0,13,19.18,0,56.43,91.87,90.58,91.23,83.49,78.11,91.23,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,13,Grenoble,Paris,CP,Hors EP,0,0,0,20,12.0,0,84.09,67.52,65.28,66.4,61.05,61.05,66.4,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,13,Grenoble,Paris,CE1,Hors EP,0,0,0,20,12.0,0,84.09,81.85,82.18,82.02,82.22,78.59,82.02,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,13,Grenoble,Paris,CM1,Hors EP,0,0,0,20,12.0,0,84.09,84.98,89.95,87.46,79.24,82.48,87.46,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,13,Grenoble,Paris,CM2,Hors EP,0,0,0,20,12.0,0,84.09,86.67,84.93,85.8,75.88,79.71,85.8,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,13,Grenoble,Paris,6e,Hors EP,0,0,0,20,12.0,0,84.09,88.7,89.83,89.26,79.33,83.77,89.26,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,14,Bordeaux,Rhône,CP,Hors EP,0,0,0,29,12.0,0,71.06,63.73,59.65,61.69,68.65,61.11,61.69,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,14,Bordeaux,Rhône,CE1,Hors EP,0,0,0,29,12.0,0,71.06,72.85,66.8,69.83,69.13,58.56,69.83,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,14,Bordeaux,Rhône,CM1,Hors EP,0,0,0,29,12.0,0,71.06,79.98,79.23,79.6,78.61,74.31,79.6,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,14,Bordeaux,Rhône,CM2,Hors EP,0,0,0,29,12.0,0,71.06,77.69,76.91,77.3,72.67,71.95,77.3,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,14,Bordeaux,Rhône,6e,Hors EP,0,0,0,29,12.0,0,71.06,100.0,91.02,95.51,85.64,82.26,95.51,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,15,Nantes,Nord,CP,Hors EP,0,0,0,27,21.81,0,64.01,69.23,71.51,70.37,67.39,67.56,70.37,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,15,Nantes,Nord,CE1,Hors EP,0,0,0,27,21.81,0,64.01,73.79,68.33,71.06,69.06,63.86,71.06,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,15,Nantes,Nord,CM1,Hors EP,0,0,0,27,21.81,0,64.01,81.3,83.3,82.3,70.67,74.14,82.3,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,15,Nantes,Nord,CM2,Hors EP,0,0,0,27,21.81,0,64.01,91.24,86.26,88.75,78.58,77.47,88.75,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,15,Nantes,Nord,6e,Hors EP,0,0,0,27,21.81,0,64.01,94.37,92.42,93.39,89.38,84.27,93.39,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,16,Lille,Gironde,CP,REP+,0,1,1,25,13.58,1,43.95,70.22,66.39,68.3,67.58,68.38,68.3,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,16,Lille,Gironde,CE1,REP+,0,1,1,25,13.58,1,43.95,62.79,55.78,59.29,55.55,52.76,59.29,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,16,Lille,Gironde,CM1,REP+,0,1,1,25,13.58,1,43.95,70.98,71.08,71.03,68.79,60.68,71.03,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,16,Lille,Gironde,CM2,REP+,0,1,1,25,13.58,1,43.95,63.6,61.82,62.71,60.64,61.88,62.71,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,16,Lille,Gironde,6e,REP+,0,1,1,25,13.58,1,43.95,83.16,81.71,82.44,79.25,74.48,82.44,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,17,Paris,Loire-Atlantique,CP,Hors EP,0,0,0,14,18.89,0,83.49,66.43,66.51,66.47,63.44,62.76,66.47,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,17,Paris,Loire-Atlantique,CE1,Hors EP,0,0,0,14,18.89,0,83.49,78.93,68.96,73.95,68.07,58.96,73.95,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,17,Paris,Loire-Atlantique,CM1,Hors EP,0,0,0,14,18.89,0,83.49,71.7,66.98,69.34,71.19,62.41,69.34,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,17,Paris,Loire-Atlantique,CM2,Hors EP,0,0,0,14,18.89,0,83.49,88.09,90.45,89.27,84.97,79.23,89.27,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,17,Paris,Loire-Atlantique,6e,Hors EP,0,0,0,14,18.89,0,83.49,99.29,97.66,98.47,84.15,82.03,98.47,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,18,Lyon,Bas-Rhin,CP,REP,1,0,1,17,18.12,0,96.09,52.67,52.24,52.46,50.71,55.42,52.46,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,18,Lyon,Bas-Rhin,CE1,REP,1,0,1,17,18.12,0,96.09,65.3,55.98,60.64,67.42,53.65,60.64,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,18,Lyon,Bas-Rhin,CM1,REP,1,0,1,17,18.12,0,96.09,70.49,64.21,67.35,64.73,63.37,67.35,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,18,Lyon,Bas-Rhin,CM2,REP,1,0,1,17,18.12,0,96.09,77.04,76.36,76.7,73.38,75.2,76.7,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,18,Lyon,Bas-Rhin,6e,REP,1,0,1,17,18.12,0,96.09,82.35,74.44,78.4,79.91,67.29,78.4,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,19,Grenoble,Bouches-du-Rhône,CP,REP+,0,1,1,24,16.07,1,99.31,72.35,70.62,71.49,69.28,70.33,71.49,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,19,Grenoble,Bouches-du-Rhône,CE1,REP+,0,1,1,24,16.07,1,99.31,66.19,65.53,65.86,64.23,63.81,65.86,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,19,Grenoble,Bouches-du-Rhône,CM1,REP+,0,1,1,24,16.07,1,99.31,65.25,56.89,61.07,55.38,52.22,61.07,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,19,Grenoble,Bouches-du-Rhône,CM2,REP+,0,1,1,24,16.07,1,99.31,71.94,68.76,70.35,76.1,69.18,70.35,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
2017,19,Grenoble,Bouches-du-Rhône,6e,REP+,0,1,1,24,16.07,1,99.31,75.67,75.06,75.37,69.34,67.9,75.37,simulation_reproductible,https://www.education.gouv.fr/depp/taille-des-classes-du-premier-degre-dans-le-secteur-public-la-baisse-s-observe-au-dela-des-classes-12263
